,carrier,p_nom,bus,yearcommissioned,retrofit,year_removed
DE0 9 onwind,onwind,376.46,DE0 9,,,2030.0
DE0 9 solar,solar,58.338674,DE0 9,,,2030.0
DE0 A onwind,onwind,182.141,DE0 A,,,2030.0
DE0 A solar,solar,78.029787,DE0 A,,,2030.0
DE0 B onwind,onwind,76.5,DE0 B,,,2030.0
DE0 B solar,solar,31.46048,DE0 B,,,2030.0
DE0 C onwind,onwind,17.1,DE0 C,,,2030.0
DE0 C solar,solar,15.05011,DE0 C,,,2030.0
DE0 D onwind,onwind,84.7,DE0 D,,,2030.0
DE0 D solar,solar,19.369355,DE0 D,,,2030.0
DE0 E onwind,onwind,341.9,DE0 E,,,2030.0
DE0 E solar,solar,10.831572,DE0 E,,,2030.0
DE0 F onwind,onwind,121.32,DE0 F,,,2030.0
DE0 F solar,solar,36.580902,DE0 F,,,2030.0
DE0 G onwind,onwind,65.8146,DE0 G,,,2030.0
DE0 G solar,solar,40.445359,DE0 G,,,2030.0
DE0 1 onwind,onwind,61.6,DE0 1,,,2031.0
DE0 1 solar,solar,207.185715,DE0 1,,,2031.0
DE0 2 onwind,onwind,23.35,DE0 2,,,2031.0
DE0 2 solar,solar,246.730063,DE0 2,,,2031.0
DE0 4 onwind,onwind,296.4,DE0 4,,,2031.0
DE0 4 solar,solar,7.393903,DE0 4,,,2031.0
DE0 7 onwind,onwind,117.0,DE0 7,,,2031.0
DE0 7 solar,solar,78.904124,DE0 7,,,2031.0
DE0 8 onwind,onwind,213.01,DE0 8,,,2031.0
DE0 8 solar,solar,4.812689,DE0 8,,,2031.0
DE0 9 onwind,onwind,254.955,DE0 9,,,2031.0
DE0 9 solar,solar,61.616743,DE0 9,,,2031.0
DE0 A onwind,onwind,144.5,DE0 A,,,2031.0
DE0 A solar,solar,81.263847,DE0 A,,,2031.0
DE0 B onwind,onwind,114.8,DE0 B,,,2031.0
DE0 B solar,solar,36.82189,DE0 B,,,2031.0
DE0 C onwind,onwind,38.1,DE0 C,,,2031.0
DE0 C solar,solar,17.25158,DE0 C,,,2031.0
DE0 D onwind,onwind,184.75,DE0 D,,,2031.0
DE0 D solar,solar,11.818974,DE0 D,,,2031.0
DE0 E onwind,onwind,344.05,DE0 E,,,2031.0
DE0 E solar,solar,16.988107,DE0 E,,,2031.0
DE0 F onwind,onwind,270.3,DE0 F,,,2031.0
DE0 F solar,solar,34.592605,DE0 F,,,2031.0
DE0 G onwind,onwind,139.7,DE0 G,,,2031.0
DE0 G solar,solar,36.007394,DE0 G,,,2031.0
DE0 1 onwind,onwind,50.3,DE0 1,,,2032.0
DE0 1 solar,solar,273.854863,DE0 1,,,2032.0
DE0 2 onwind,onwind,39.0515,DE0 2,,,2032.0
DE0 2 solar,solar,397.192731,DE0 2,,,2032.0
DE0 4 onwind,onwind,173.45,DE0 4,,,2032.0
DE0 4 solar,solar,12.974136,DE0 4,,,2032.0
DE0 7 onwind,onwind,63.2,DE0 7,,,2032.0
DE0 7 solar,solar,111.32848,DE0 7,,,2032.0
DE0 8 onwind,onwind,103.8012,DE0 8,,,2032.0
DE0 8 solar,solar,8.723189,DE0 8,,,2032.0
DE0 9 onwind,onwind,250.1,DE0 9,,,2032.0
DE0 9 solar,solar,72.732506,DE0 9,,,2032.0
DE0 A onwind,onwind,157.375,DE0 A,,,2032.0
DE0 A solar,solar,113.443859,DE0 A,,,2032.0
DE0 B onwind,onwind,92.7,DE0 B,,,2032.0
DE0 B solar,solar,45.744232,DE0 B,,,2032.0
DE0 C onwind,onwind,52.8,DE0 C,,,2032.0
DE0 C solar,solar,37.09124,DE0 C,,,2032.0
DE0 D onwind,onwind,57.602,DE0 D,,,2032.0
DE0 D solar,solar,45.920775,DE0 D,,,2032.0
DE0 E onwind,onwind,275.15,DE0 E,,,2032.0
DE0 E solar,solar,27.596896,DE0 E,,,2032.0
DE0 F onwind,onwind,284.4845,DE0 F,,,2032.0
DE0 F solar,solar,50.06651,DE0 F,,,2032.0
DE0 G onwind,onwind,80.2,DE0 G,,,2032.0
DE0 G solar,solar,54.43257,DE0 G,,,2032.0
DE0 1 onwind,onwind,18.0,DE0 1,,,2033.0
DE0 1 solar,solar,405.581531,DE0 1,,,2033.0
DE0 2 onwind,onwind,4.892,DE0 2,,,2033.0
DE0 2 solar,solar,622.773678,DE0 2,,,2033.0
DE0 4 onwind,onwind,131.65,DE0 4,,,2033.0
DE0 4 solar,solar,31.998148,DE0 4,,,2033.0
DE0 7 onwind,onwind,5.0,DE0 7,,,2033.0
DE0 7 solar,solar,156.464317,DE0 7,,,2033.0
DE0 8 onwind,onwind,44.8,DE0 8,,,2033.0
DE0 8 solar,solar,18.837762,DE0 8,,,2033.0
DE0 9 onwind,onwind,147.5,DE0 9,,,2033.0
DE0 9 solar,solar,111.871149,DE0 9,,,2033.0
DE0 A onwind,onwind,29.4,DE0 A,,,2033.0
DE0 A solar,solar,179.582357,DE0 A,,,2033.0
DE0 B onwind,onwind,28.0,DE0 B,,,2033.0
DE0 B solar,solar,98.684337,DE0 B,,,2033.0
DE0 C onwind,onwind,12.0,DE0 C,,,2033.0
DE0 C solar,solar,43.01541,DE0 C,,,2033.0
DE0 D onwind,onwind,16.1,DE0 D,,,2033.0
DE0 D solar,solar,85.465249,DE0 D,,,2033.0
DE0 E onwind,onwind,183.1,DE0 E,,,2033.0
DE0 E solar,solar,64.279144,DE0 E,,,2033.0
DE0 F onwind,onwind,129.42,DE0 F,,,2033.0
DE0 F solar,solar,74.662962,DE0 F,,,2033.0
DE0 G onwind,onwind,14.8,DE0 G,,,2033.0
DE0 G solar,solar,80.165751,DE0 G,,,2033.0
DE0 1 onwind,onwind,36.806,DE0 1,,,2034.0
DE0 1 solar,solar,658.363703,DE0 1,,,2034.0
DE0 2 onwind,onwind,45.6125,DE0 2,,,2034.0
DE0 2 solar,solar,1513.502923,DE0 2,,,2034.0
DE0 4 onwind,onwind,488.997,DE0 4,,,2034.0
DE0 4 solar,solar,119.040149,DE0 4,,,2034.0
DE0 7 onwind,onwind,72.6118,DE0 7,,,2034.0
DE0 7 solar,solar,290.734035,DE0 7,,,2034.0
DE0 8 onwind,onwind,154.7,DE0 8,,,2034.0
DE0 8 solar,solar,57.896624,DE0 8,,,2034.0
DE0 9 onwind,onwind,420.2696,DE0 9,,,2034.0
DE0 9 solar,solar,383.476079,DE0 9,,,2034.0
DE0 A onwind,onwind,215.106,DE0 A,,,2034.0
DE0 A solar,solar,446.055945,DE0 A,,,2034.0
DE0 B onwind,onwind,87.65,DE0 B,,,2034.0
DE0 B solar,solar,138.24566,DE0 B,,,2034.0
DE0 C onwind,onwind,56.1,DE0 C,,,2034.0
DE0 C solar,solar,79.45836,DE0 C,,,2034.0
DE0 D onwind,onwind,209.5,DE0 D,,,2034.0
DE0 D solar,solar,176.416915,DE0 D,,,2034.0
DE0 E onwind,onwind,406.6,DE0 E,,,2034.0
DE0 E solar,solar,131.128218,DE0 E,,,2034.0
DE0 F offwind-ac,offwind-ac,20.0,DE0 F,,,2034.0
DE0 F offwind-dc,offwind-dc,15.0,DE0 F,,,2034.0
DE0 F onwind,onwind,399.1408,DE0 F,,,2034.0
DE0 F solar,solar,233.64594,DE0 F,,,2034.0
DE0 G onwind,onwind,77.65,DE0 G,,,2034.0
DE0 G solar,solar,196.249556,DE0 G,,,2034.0
DE0 1 onwind,onwind,3.11135,DE0 1,,,2035.0
DE0 1 solar,solar,1035.455688,DE0 1,,,2035.0
DE0 2 onwind,onwind,32.7161,DE0 2,,,2035.0
DE0 2 solar,solar,2024.651474,DE0 2,,,2035.0
DE0 4 onwind,onwind,149.0,DE0 4,,,2035.0
DE0 4 solar,solar,253.925821,DE0 4,,,2035.0
DE0 7 onwind,onwind,78.862,DE0 7,,,2035.0
DE0 7 solar,solar,534.915135,DE0 7,,,2035.0
DE0 8 onwind,onwind,59.7505,DE0 8,,,2035.0
DE0 8 solar,solar,151.991224,DE0 8,,,2035.0
DE0 9 onwind,onwind,243.8458,DE0 9,,,2035.0
DE0 9 solar,solar,785.74356,DE0 9,,,2035.0
DE0 A onwind,onwind,80.458,DE0 A,,,2035.0
DE0 A solar,solar,812.163877,DE0 A,,,2035.0
DE0 B onwind,onwind,77.28125,DE0 B,,,2035.0
DE0 B solar,solar,267.578342,DE0 B,,,2035.0
DE0 C onwind,onwind,36.8,DE0 C,,,2035.0
DE0 C solar,solar,139.26288,DE0 C,,,2035.0
DE0 D onwind,onwind,111.9549,DE0 D,,,2035.0
DE0 D solar,solar,365.408082,DE0 D,,,2035.0
DE0 E onwind,onwind,123.1806,DE0 E,,,2035.0
DE0 E solar,solar,303.64552,DE0 E,,,2035.0
DE0 F offwind-ac,offwind-ac,20.0,DE0 F,,,2035.0
DE0 F offwind-dc,offwind-dc,25.0,DE0 F,,,2035.0
DE0 F onwind,onwind,308.7509,DE0 F,,,2035.0
DE0 F solar,solar,501.435946,DE0 F,,,2035.0
DE0 G onwind,onwind,108.05,DE0 G,,,2035.0
DE0 G solar,solar,397.382212,DE0 G,,,2035.0
DE0 1 onwind,onwind,9.43257,DE0 1,,,2036.0
DE0 1 solar,solar,928.87136,DE0 1,,,2036.0
DE0 2 onwind,onwind,94.58647,DE0 2,,,2036.0
DE0 2 solar,solar,1516.838148,DE0 2,,,2036.0
DE0 4 onwind,onwind,112.275,DE0 4,,,2036.0
DE0 4 solar,solar,649.990734,DE0 4,,,2036.0
DE0 7 onwind,onwind,105.45052,DE0 7,,,2036.0
DE0 7 solar,solar,500.655824,DE0 7,,,2036.0
DE0 8 offwind-ac,offwind-ac,23.0,DE0 8,,,2036.0
DE0 8 offwind-dc,offwind-dc,25.3,DE0 8,,,2036.0
DE0 8 onwind,onwind,75.3445,DE0 8,,,2036.0
DE0 8 solar,solar,271.062798,DE0 8,,,2036.0
DE0 9 onwind,onwind,392.56255,DE0 9,,,2036.0
DE0 9 solar,solar,800.893373,DE0 9,,,2036.0
DE0 A onwind,onwind,148.11499999999998,DE0 A,,,2036.0
DE0 A solar,solar,812.353746,DE0 A,,,2036.0
DE0 B onwind,onwind,208.81875,DE0 B,,,2036.0
DE0 B solar,solar,260.430695,DE0 B,,,2036.0
DE0 C onwind,onwind,72.3,DE0 C,,,2036.0
DE0 C solar,solar,142.32576,DE0 C,,,2036.0
DE0 D onwind,onwind,74.2075,DE0 D,,,2036.0
DE0 D solar,solar,644.529253,DE0 D,,,2036.0
DE0 E onwind,onwind,142.61499999999998,DE0 E,,,2036.0
DE0 E solar,solar,510.484711,DE0 E,,,2036.0
DE0 F offwind-ac,offwind-ac,35.0,DE0 F,,,2036.0
DE0 F offwind-dc,offwind-dc,25.0,DE0 F,,,2036.0
DE0 F onwind,onwind,314.1027,DE0 F,,,2036.0
DE0 F solar,solar,472.174902,DE0 F,,,2036.0
DE0 G onwind,onwind,121.1885,DE0 G,,,2036.0
DE0 G solar,solar,452.095059,DE0 G,,,2036.0
DE0 1 onwind,onwind,19.409,DE0 1,,,2037.0
DE0 1 solar,solar,607.364971,DE0 1,,,2037.0
DE0 2 onwind,onwind,107.812585,DE0 2,,,2037.0
DE0 2 solar,solar,1182.125225,DE0 2,,,2037.0
DE0 4 onwind,onwind,182.87,DE0 4,,,2037.0
DE0 4 solar,solar,599.459199,DE0 4,,,2037.0
DE0 7 onwind,onwind,123.71725,DE0 7,,,2037.0
DE0 7 solar,solar,384.531945,DE0 7,,,2037.0
DE0 8 onwind,onwind,302.753,DE0 8,,,2037.0
DE0 8 solar,solar,426.058456,DE0 8,,,2037.0
DE0 9 onwind,onwind,256.775,DE0 9,,,2037.0
DE0 9 solar,solar,621.172335,DE0 9,,,2037.0
DE0 A onwind,onwind,180.6008,DE0 A,,,2037.0
DE0 A solar,solar,609.42008,DE0 A,,,2037.0
DE0 B onwind,onwind,280.9385,DE0 B,,,2037.0
DE0 B solar,solar,212.98231,DE0 B,,,2037.0
DE0 C onwind,onwind,33.6035,DE0 C,,,2037.0
DE0 C solar,solar,146.70277000000002,DE0 C,,,2037.0
DE0 D onwind,onwind,98.2377,DE0 D,,,2037.0
DE0 D solar,solar,602.42919,DE0 D,,,2037.0
DE0 E onwind,onwind,181.6208,DE0 E,,,2037.0
DE0 E solar,solar,592.058897,DE0 E,,,2037.0
DE0 F offwind-ac,offwind-ac,40.0,DE0 F,,,2037.0
DE0 F offwind-dc,offwind-dc,40.0,DE0 F,,,2037.0
DE0 F onwind,onwind,463.0123,DE0 F,,,2037.0
DE0 F solar,solar,355.958473,DE0 F,,,2037.0
DE0 G onwind,onwind,175.3018,DE0 G,,,2037.0
DE0 G solar,solar,491.00411,DE0 G,,,2037.0
DE0 1 onwind,onwind,34.548919999999995,DE0 1,,,2038.0
DE0 1 solar,solar,379.79733,DE0 1,,,2038.0
DE0 2 onwind,onwind,153.48239,DE0 2,,,2038.0
DE0 2 solar,solar,667.714644,DE0 2,,,2038.0
DE0 4 onwind,onwind,135.458,DE0 4,,,2038.0
DE0 4 solar,solar,145.007841,DE0 4,,,2038.0
DE0 7 onwind,onwind,255.54898,DE0 7,,,2038.0
DE0 7 solar,solar,230.656072,DE0 7,,,2038.0
DE0 8 onwind,onwind,419.81655,DE0 8,,,2038.0
DE0 8 solar,solar,195.560649,DE0 8,,,2038.0
DE0 9 onwind,onwind,287.958,DE0 9,,,2038.0
DE0 9 solar,solar,235.600676,DE0 9,,,2038.0
DE0 A onwind,onwind,239.7051,DE0 A,,,2038.0
DE0 A solar,solar,289.426688,DE0 A,,,2038.0
DE0 B onwind,onwind,390.8175,DE0 B,,,2038.0
DE0 B solar,solar,110.400735,DE0 B,,,2038.0
DE0 C onwind,onwind,57.4024,DE0 C,,,2038.0
DE0 C solar,solar,102.03948,DE0 C,,,2038.0
DE0 D onwind,onwind,75.4817,DE0 D,,,2038.0
DE0 D solar,solar,148.938776,DE0 D,,,2038.0
DE0 E onwind,onwind,207.601,DE0 E,,,2038.0
DE0 E solar,solar,227.80573,DE0 E,,,2038.0
DE0 F offwind-ac,offwind-ac,120.0,DE0 F,,,2038.0
DE0 F offwind-dc,offwind-dc,120.0,DE0 F,,,2038.0
DE0 F onwind,onwind,525.70637,DE0 F,,,2038.0
DE0 F solar,solar,124.445444,DE0 F,,,2038.0
DE0 G onwind,onwind,195.31738,DE0 G,,,2038.0
DE0 G solar,solar,265.374595,DE0 G,,,2038.0
DE0 1 onwind,onwind,26.026243,DE0 1,,,2039.0
DE0 1 solar,solar,248.967292,DE0 1,,,2039.0
DE0 2 onwind,onwind,260.6718,DE0 2,,,2039.0
DE0 2 solar,solar,327.361013,DE0 2,,,2039.0
DE0 4 onwind,onwind,308.96,DE0 4,,,2039.0
DE0 4 solar,solar,107.590414,DE0 4,,,2039.0
DE0 7 onwind,onwind,252.342,DE0 7,,,2039.0
DE0 7 solar,solar,123.829851,DE0 7,,,2039.0
DE0 8 onwind,onwind,361.145,DE0 8,,,2039.0
DE0 8 solar,solar,77.018302,DE0 8,,,2039.0
DE0 9 onwind,onwind,504.3055,DE0 9,,,2039.0
DE0 9 solar,solar,121.447471,DE0 9,,,2039.0
DE0 A onwind,onwind,254.0098,DE0 A,,,2039.0
DE0 A solar,solar,163.157831,DE0 A,,,2039.0
DE0 B onwind,onwind,361.9425,DE0 B,,,2039.0
DE0 B solar,solar,55.484745,DE0 B,,,2039.0
DE0 C onwind,onwind,107.2,DE0 C,,,2039.0
DE0 C solar,solar,61.90743,DE0 C,,,2039.0
DE0 D onwind,onwind,180.908,DE0 D,,,2039.0
DE0 D solar,solar,75.974397,DE0 D,,,2039.0
DE0 E onwind,onwind,256.325,DE0 E,,,2039.0
DE0 E solar,solar,164.617132,DE0 E,,,2039.0
DE0 F offwind-ac,offwind-ac,248.58,DE0 F,,,2039.0
DE0 F offwind-dc,offwind-dc,244.28,DE0 F,,,2039.0
DE0 F onwind,onwind,1420.7337,DE0 F,,,2039.0
DE0 F solar,solar,86.185046,DE0 F,,,2039.0
DE0 G onwind,onwind,358.96,DE0 G,,,2039.0
DE0 G solar,solar,132.246632,DE0 G,,,2039.0
DE0 1 onwind,onwind,107.70001,DE0 1,,,2040.0
DE0 1 solar,solar,160.990279,DE0 1,,,2040.0
DE0 2 onwind,onwind,250.84428,DE0 2,,,2040.0
DE0 2 solar,solar,206.792497,DE0 2,,,2040.0
DE0 4 onwind,onwind,202.806115,DE0 4,,,2040.0
DE0 4 solar,solar,63.770121,DE0 4,,,2040.0
DE0 7 onwind,onwind,236.1675,DE0 7,,,2040.0
DE0 7 solar,solar,120.035698,DE0 7,,,2040.0
DE0 8 offwind-ac,offwind-ac,151.20000000000002,DE0 8,,,2040.0
DE0 8 offwind-dc,offwind-dc,136.8,DE0 8,,,2040.0
DE0 8 onwind,onwind,189.497,DE0 8,,,2040.0
DE0 8 solar,solar,113.415494,DE0 8,,,2040.0
DE0 9 onwind,onwind,306.4926,DE0 9,,,2040.0
DE0 9 solar,solar,91.753911,DE0 9,,,2040.0
DE0 A onwind,onwind,338.9188,DE0 A,,,2040.0
DE0 A solar,solar,118.90567,DE0 A,,,2040.0
DE0 B onwind,onwind,277.755,DE0 B,,,2040.0
DE0 B solar,solar,54.92403,DE0 B,,,2040.0
DE0 C onwind,onwind,68.52499999999999,DE0 C,,,2040.0
DE0 C solar,solar,20.3639,DE0 C,,,2040.0
DE0 D onwind,onwind,279.175,DE0 D,,,2040.0
DE0 D solar,solar,107.506372,DE0 D,,,2040.0
DE0 E onwind,onwind,269.0,DE0 E,,,2040.0
DE0 E solar,solar,165.508279,DE0 E,,,2040.0
DE0 F offwind-ac,offwind-ac,1000.25,DE0 F,,,2040.0
DE0 F offwind-dc,offwind-dc,1007.21,DE0 F,,,2040.0
DE0 F onwind,onwind,1065.2202,DE0 F,,,2040.0
DE0 F solar,solar,43.245572,DE0 F,,,2040.0
DE0 G onwind,onwind,191.94368,DE0 G,,,2040.0
DE0 G solar,solar,131.594339,DE0 G,,,2040.0
DE0 1 onwind,onwind,250.7308,DE0 1,,,2041.0
DE0 1 solar,solar,144.735335,DE0 1,,,2041.0
DE0 2 onwind,onwind,292.21848,DE0 2,,,2041.0
DE0 2 solar,solar,186.012032,DE0 2,,,2041.0
DE0 4 onwind,onwind,366.8089,DE0 4,,,2041.0
DE0 4 solar,solar,147.155378,DE0 4,,,2041.0
DE0 7 onwind,onwind,306.407,DE0 7,,,2041.0
DE0 7 solar,solar,75.785044,DE0 7,,,2041.0
DE0 8 onwind,onwind,219.4522,DE0 8,,,2041.0
DE0 8 solar,solar,114.835482,DE0 8,,,2041.0
DE0 9 onwind,onwind,732.0529,DE0 9,,,2041.0
DE0 9 solar,solar,76.018009,DE0 9,,,2041.0
DE0 A onwind,onwind,485.6839,DE0 A,,,2041.0
DE0 A solar,solar,121.05101,DE0 A,,,2041.0
DE0 B onwind,onwind,208.435,DE0 B,,,2041.0
DE0 B solar,solar,78.52123,DE0 B,,,2041.0
DE0 C onwind,onwind,86.98,DE0 C,,,2041.0
DE0 C solar,solar,22.93173,DE0 C,,,2041.0
DE0 D onwind,onwind,141.7866,DE0 D,,,2041.0
DE0 D solar,solar,114.377822,DE0 D,,,2041.0
DE0 E onwind,onwind,283.22216,DE0 E,,,2041.0
DE0 E solar,solar,172.111592,DE0 E,,,2041.0
DE0 F offwind-ac,offwind-ac,426.672,DE0 F,,,2041.0
DE0 F offwind-dc,offwind-dc,428.736,DE0 F,,,2041.0
DE0 F onwind,onwind,839.707,DE0 F,,,2041.0
DE0 F solar,solar,58.642772,DE0 F,,,2041.0
DE0 G onwind,onwind,289.3301,DE0 G,,,2041.0
DE0 G solar,solar,160.679941,DE0 G,,,2041.0
DE0 1 onwind,onwind,351.316,DE0 1,,,2042.0
DE0 1 solar,solar,184.080379,DE0 1,,,2042.0
DE0 2 onwind,onwind,203.9328,DE0 2,,,2042.0
DE0 2 solar,solar,303.87121,DE0 2,,,2042.0
DE0 4 onwind,onwind,424.982,DE0 4,,,2042.0
DE0 4 solar,solar,92.268398,DE0 4,,,2042.0
DE0 7 onwind,onwind,319.75,DE0 7,,,2042.0
DE0 7 solar,solar,89.926103,DE0 7,,,2042.0
DE0 8 offwind-ac,offwind-ac,166.65,DE0 8,,,2042.0
DE0 8 offwind-dc,offwind-dc,186.85,DE0 8,,,2042.0
DE0 8 onwind,onwind,216.9035,DE0 8,,,2042.0
DE0 8 solar,solar,98.53317,DE0 8,,,2042.0
DE0 9 onwind,onwind,972.9356,DE0 9,,,2042.0
DE0 9 solar,solar,80.068205,DE0 9,,,2042.0
DE0 A onwind,onwind,784.9254999999999,DE0 A,,,2042.0
DE0 A solar,solar,144.447161,DE0 A,,,2042.0
DE0 B onwind,onwind,201.3708,DE0 B,,,2042.0
DE0 B solar,solar,37.59935,DE0 B,,,2042.0
DE0 C onwind,onwind,123.1,DE0 C,,,2042.0
DE0 C solar,solar,36.04093,DE0 C,,,2042.0
DE0 D onwind,onwind,110.803,DE0 D,,,2042.0
DE0 D solar,solar,88.650637,DE0 D,,,2042.0
DE0 E onwind,onwind,256.13,DE0 E,,,2042.0
DE0 E solar,solar,101.894157,DE0 E,,,2042.0
DE0 F offwind-ac,offwind-ac,461.4,DE0 F,,,2042.0
DE0 F offwind-dc,offwind-dc,438.0,DE0 F,,,2042.0
DE0 F onwind,onwind,1006.6415,DE0 F,,,2042.0
DE0 F solar,solar,62.357719,DE0 F,,,2042.0
DE0 G onwind,onwind,352.2325,DE0 G,,,2042.0
DE0 G solar,solar,95.355508,DE0 G,,,2042.0
DE0 1 onwind,onwind,72.31,DE0 1,,,2043.0
DE0 1 solar,solar,337.647007,DE0 1,,,2043.0
DE0 2 onwind,onwind,36.782,DE0 2,,,2043.0
DE0 2 solar,solar,533.524074,DE0 2,,,2043.0
DE0 4 onwind,onwind,183.025,DE0 4,,,2043.0
DE0 4 solar,solar,235.570865,DE0 4,,,2043.0
DE0 7 onwind,onwind,211.185,DE0 7,,,2043.0
DE0 7 solar,solar,150.102247,DE0 7,,,2043.0
DE0 8 onwind,onwind,160.05,DE0 8,,,2043.0
DE0 8 solar,solar,196.261488,DE0 8,,,2043.0
DE0 9 onwind,onwind,600.9098,DE0 9,,,2043.0
DE0 9 solar,solar,181.240653,DE0 9,,,2043.0
DE0 A onwind,onwind,353.011,DE0 A,,,2043.0
DE0 A solar,solar,245.405253,DE0 A,,,2043.0
DE0 B onwind,onwind,128.875,DE0 B,,,2043.0
DE0 B solar,solar,76.063012,DE0 B,,,2043.0
DE0 C onwind,onwind,94.8524,DE0 C,,,2043.0
DE0 C solar,solar,36.43661,DE0 C,,,2043.0
DE0 D onwind,onwind,87.965,DE0 D,,,2043.0
DE0 D solar,solar,220.568775,DE0 D,,,2043.0
DE0 E onwind,onwind,22.1,DE0 E,,,2043.0
DE0 E solar,solar,255.831864,DE0 E,,,2043.0
DE0 F offwind-ac,offwind-ac,481.4,DE0 F,,,2043.0
DE0 F offwind-dc,offwind-dc,493.4,DE0 F,,,2043.0
DE0 F onwind,onwind,233.3282,DE0 F,,,2043.0
DE0 F solar,solar,144.201164,DE0 F,,,2043.0
DE0 G onwind,onwind,142.50148000000002,DE0 G,,,2043.0
DE0 G solar,solar,234.234147,DE0 G,,,2043.0
DE0 1 onwind,onwind,24.3008,DE0 1,,,2044.0
DE0 1 solar,solar,404.593345,DE0 1,,,2044.0
DE0 2 onwind,onwind,10.4025,DE0 2,,,2044.0
DE0 2 solar,solar,559.13191,DE0 2,,,2044.0
DE0 4 onwind,onwind,59.45,DE0 4,,,2044.0
DE0 4 solar,solar,122.976884,DE0 4,,,2044.0
DE0 7 onwind,onwind,11.1,DE0 7,,,2044.0
DE0 7 solar,solar,206.390824,DE0 7,,,2044.0
DE0 8 onwind,onwind,89.0,DE0 8,,,2044.0
DE0 8 solar,solar,134.514613,DE0 8,,,2044.0
DE0 9 onwind,onwind,120.36,DE0 9,,,2044.0
DE0 9 solar,solar,287.786196,DE0 9,,,2044.0
DE0 A onwind,onwind,105.8,DE0 A,,,2044.0
DE0 A solar,solar,377.605838,DE0 A,,,2044.0
DE0 B onwind,onwind,96.45,DE0 B,,,2044.0
DE0 B solar,solar,80.2261275,DE0 B,,,2044.0
DE0 C onwind,onwind,26.35,DE0 C,,,2044.0
DE0 C solar,solar,43.885087,DE0 C,,,2044.0
DE0 D onwind,onwind,78.016,DE0 D,,,2044.0
DE0 D solar,solar,206.691244,DE0 D,,,2044.0
DE0 E onwind,onwind,36.37,DE0 E,,,2044.0
DE0 E solar,solar,221.231096,DE0 E,,,2044.0
DE0 F onwind,onwind,77.9615,DE0 F,,,2044.0
DE0 F solar,solar,132.49617,DE0 F,,,2044.0
DE0 G onwind,onwind,51.0308,DE0 G,,,2044.0
DE0 G solar,solar,265.060529,DE0 G,,,2044.0
